V2_Gene	baseMean	DESeq_log2FC	lfcSE	pvalue	adj_pvalue	IHW_pvalue	LBS6R1.1	LBS6R1.2	LBS6R1.3	LBS6R1.4	LBS4.4	LBS4.5	LBS4.6	LBS4.7	LBS6R1_Mean	LBS4_Mean	log2FC
H2scaf77-aug17659	1.162102198	-0.59068082	0.351099723	0.092496464	1	1	1.008016275	2.978437	1.001460121	3.355905002	0	0	0	0.952999189	2.0859546	0.238249797	-3.130160867
H2scaf102-aug19851	1.147455339	-0.60564974	0.354355481	0.087421564	1	1	1.008016275	2.978437	2.002920243	2.237270001	0	0	0	0.952999189	2.05666088	0.238249797	-3.109757038
H2scaf970-aug24818	1.061257302	-0.433814087	0.316878334	0.170991731	1	1	1.008016275	0.992812333	0	5.593175003	0	0.8960548	0	0	1.898500903	0.2240137	-3.083201814
H2scaf6-aug3542	1.118981138	-0.516592856	0.336149226	0.124343222	1	1	2.016032551	2.978437	3.004380364	0	0	0	0	0.952999189	1.999712479	0.238249797	-3.069245691
H2scaf49-aug12490	1.017055268	-0.545144239	0.345871406	0.11499189	1	1	2.016032551	1.985624667	1.001460121	2.237270001	0	0.8960548	0	0	1.810096835	0.2240137	-3.014408008
H2scaf69-aug15403	0.989400586	-0.441547435	0.321068682	0.169056143	1	1	4.032065101	1.985624667	1.001460121	0	0	0.8960548	0	0	1.754787472	0.2240137	-2.96963744
H2scaf117-aug20849	2.039589545	-0.91304317	0.398315613	0.021890612	1	1	2.016032551	3.971249334	4.005840485	4.474540003	0	0.8960548	0	0.952999189	3.616915593	0.462263497	-2.967972581
H2scaf1-aug9644	1.145778724	-0.599185289	0.354803668	0.091261625	1	1	2.016032551	1.985624667	3.004380364	1.118635001	1.041557207	0	0	0	2.031168145	0.260389302	-2.963567594
H2scaf16-aug1566	1.009117847	-0.443834955	0.321782448	0.167801869	1	1	4.032065101	0	2.002920243	1.118635001	0	0	0.919322431	0	1.788405086	0.229830608	-2.960030707
H2scaf157-aug22968	1.041801642	-0.454197646	0.324554776	0.161678576	1	1	3.024048826	0	1.001460121	3.355905002	0	0	0	0.952999189	1.845353487	0.238249797	-2.953350307
H2scaf1388-aug25155	0.98783569	-0.249287244	0.257025739	0.332100259	1	1	0	6.949686334	0	0	0	0	0	0.952999189	1.737421583	0.238249797	-2.866400974
H2scaf54-aug15547	0.921427926	-0.388441767	0.310002669	0.210195819	1	1	1.008016275	0.992812333	0	4.474540003	0	0.8960548	0	0	1.618842153	0.2240137	-2.853303449
H2scaf2-aug5685	0.906781067	-0.45711111	0.330504157	0.16664273	1	1	1.008016275	0.992812333	1.001460121	3.355905002	0	0.8960548	0	0	1.589548433	0.2240137	-2.826958104
H2scaf1783-aug25392	0.908608547	-0.400470629	0.314933267	0.203513599	1	1	1.008016275	1.985624667	0	3.355905002	0	0	0.919322431	0	1.587386486	0.229830608	-2.788010581
H2scaf38-aug12897	0.906708054	-0.324489376	0.289833928	0.262897038	1	1	0	2.978437	0	3.355905002	0	0	0.919322431	0	1.583585501	0.229830608	-2.784551916
H2scaf117-aug20810	0.880207359	-0.395736047	0.313764704	0.207218428	1	1	3.024048826	0	2.002920243	1.118635001	0	0.8960548	0	0	1.536401017	0.2240137	-2.777895953
H2scaf120-aug20866	1.018434261	-0.436292396	0.32276783	0.176464246	1	1	2.016032551	3.971249334	0	1.118635001	1.041557207	0	0	0	1.776479221	0.260389302	-2.770278734
H2scaf44-aug26935	0.86067854	-0.39097373	0.313027337	0.211662053	1	1	1.008016275	2.978437	2.002920243	0	0	0.8960548	0	0	1.49734338	0.2240137	-2.740746235
H2scaf1-aug9317	0.879576281	-0.376815988	0.308641296	0.222129001	1	1	0	0.992812333	4.005840485	1.118635001	0	0	0.919322431	0	1.529321955	0.229830608	-2.73424931
H2scaf10-aug11907	0.879314827	-0.461371936	0.333251334	0.166218756	1	1	1.008016275	1.985624667	2.002920243	1.118635001	0	0	0.919322431	0	1.528799046	0.229830608	-2.733755936
H2scaf6540-aug27354	0.863848448	-0.310874818	0.286487357	0.277865948	1	1	0	1.985624667	4.005840485	0	0	0	0.919322431	0	1.497866288	0.229830608	-2.704265995
H2scaf12-aug852	1.769919574	-0.776949507	0.390409313	0.046581068	1	1	2.016032551	4.964061667	3.004380364	2.237270001	1.041557207	0.8960548	0	0	3.055436146	0.484403002	-2.657098621
H2scaf12-aug1020	0.939877181	-0.318454286	0.290471017	0.272931077	1	1	0	0	2.002920243	4.474540003	1.041557207	0	0	0	1.619365061	0.260389302	-2.636686176
H2scaf47-aug13855	1.599902538	-0.604179054	0.367133955	0.099832999	1	1	3.024048826	5.956874	2.002920243	0	0	0.8960548	0.919322431	0	2.745960767	0.453844308	-2.597041645
H2scaf27-aug6453	1.646078224	-0.585315161	0.363480106	0.10733049	1	1	7.056113927	0	2.002920243	2.237270001	0	0	0.919322431	0.952999189	2.824076043	0.468080405	-2.59295066
H2scaf5-aug4502	0.782679525	-0.33542364	0.301023996	0.265161048	1	1	1.008016275	0	1.001460121	3.355905002	0	0.8960548	0	0	1.34134535	0.2240137	-2.582021857
H2scaf49-aug12564	0.781598551	-0.335133768	0.300973977	0.265494826	1	1	1.008016275	0.992812333	0	3.355905002	0	0.8960548	0	0	1.339183403	0.2240137	-2.579694681
H2scaf826-aug24679	1.791088841	-0.735688853	0.386495914	0.056977398	1	1	3.024048826	2.978437	4.005840485	2.237270001	2.083114413	0	0	0	3.061399078	0.520778603	-2.555449044
H2scaf4-aug16360	0.766951691	-0.38915766	0.320089057	0.224068993	1	1	1.008016275	0.992812333	1.001460121	2.237270001	0	0.8960548	0	0	1.309889683	0.2240137	-2.547786444
H2scaf524-aug24343	0.784507005	-0.333833681	0.301260043	0.267807985	1	1	1.008016275	0.992812333	0	3.355905002	0	0	0.919322431	0	1.339183403	0.229830608	-2.542710706
H2scaf30-aug10712	0.782606512	-0.277951299	0.279561841	0.320106502	1	1	0	1.985624667	0	3.355905002	0	0	0.919322431	0	1.335382417	0.229830608	-2.538610103
H2scaf27-aug6652	0.753385805	-0.327633258	0.299623935	0.274182407	1	1	1.008016275	0	3.004380364	1.118635001	0	0.8960548	0	0	1.28275791	0.2240137	-2.51759005
H2scaf14-aug220	1.50941861	-0.652464657	0.379590922	0.085639385	1	1	3.024048826	0.992812333	4.005840485	2.237270001	0	0.8960548	0.919322431	0	2.564992911	0.453844308	-2.498685471
H2scaf48-aug11501	0.73929701	-0.323806043	0.298916982	0.278691204	1	1	3.024048826	0.992812333	1.001460121	0	0	0.8960548	0	0	1.25458032	0.2240137	-2.485545966
H2scaf43-aug10958	0.755213285	-0.383881052	0.319750187	0.22991978	1	1	1.008016275	0.992812333	2.002920243	1.118635001	0	0	0.919322431	0	1.280595963	0.229830608	-2.47817252
H2scaf48-aug11620	0.754132312	-0.383575816	0.319704818	0.230224344	1	1	1.008016275	1.985624667	1.001460121	1.118635001	0	0	0.919322431	0	1.278434016	0.229830608	-2.475734853
H2scaf8-aug2800	1.509565765	-0.666411773	0.382343776	0.08133975	1	1	2.016032551	3.971249334	2.002920243	2.237270001	0	0.8960548	0	0.952999189	2.556868032	0.462263497	-2.467590351
H2scaf1011-aug24862	0.77406974	-0.386082263	0.320729738	0.22868159	1	1	1.008016275	0.992812333	1.001460121	2.237270001	0	0	0	0.952999189	1.309889683	0.238249797	-2.458898424
H2scaf62-aug14348	0.736503986	-0.255698656	0.27237256	0.347842306	1	1	0	3.971249334	1.001460121	0	0	0	0.919322431	0	1.243177364	0.229830608	-2.435389293
H2scaf44-aug26939	1.550190691	-0.649799218	0.380036632	0.087296738	1	1	1.008016275	2.978437	2.002920243	4.474540003	1.041557207	0.8960548	0	0	2.61597838	0.484403002	-2.433070907
H2scaf21-aug9012	0.760242399	-0.382332594	0.320166172	0.232411773	1	1	2.016032551	0.992812333	1.001460121	1.118635001	0	0	0	0.952999189	1.282235001	0.238249797	-2.428113805
H2scaf48-aug11588	0.758603361	-0.324017481	0.300248846	0.280515017	1	1	0	0.992812333	3.004380364	1.118635001	0	0	0	0.952999189	1.278956924	0.238249797	-2.424420784
H2scaf138-aug21782	0.756441414	-0.323420945	0.300143184	0.28123216	1	1	0	2.978437	1.001460121	1.118635001	0	0	0	0.952999189	1.274633031	0.238249797	-2.419535061
H2scaf32-aug14690	1.539271804	-0.672233105	0.384139497	0.080123262	1	1	2.016032551	2.978437	2.002920243	3.355905002	1.041557207	0	0.919322431	0	2.588323699	0.490219909	-2.400517071
H2scaf105-aug20243	1.50788915	-0.652751364	0.381442208	0.087030915	1	1	3.024048826	2.978437	3.004380364	1.118635001	1.041557207	0.8960548	0	0	2.531375298	0.484403002	-2.385641705
H2scaf6-aug3382	1.403092549	-0.59690399	0.375569769	0.111986096	1	1	3.024048826	0.992812333	2.002920243	3.355905002	0	0.8960548	0	0.952999189	2.343921601	0.462263497	-2.342136966
H2scaf921-aug24769	14.89961913	-0.308979526	0.247130695	NA	NA	NA	2.016032551	115.1662307	0	1.118635001	0	0.8960548	0	0	29.57522456	0.2240137	-7.044658346
H2scaf3287-aug26305	10.1366008	-0.333121388	0.255661103	NA	NA	NA	1.008016275	0	2.002920243	77.18581504	0	0.8960548	0	0	20.04918789	0.2240137	-6.483813024
H2scaf7134-aug27508	6.752717229	-0.184005622	0.200507827	NA	NA	NA	0	0.992812333	52.07592631	0	0	0	0	0.952999189	13.26718466	0.238249797	-5.799243462
H2scaf3063-aug26241	18.4128455	-0.180578716	0.199570016	NA	NA	NA	0	0.992812333	0	143.1852801	3.12467162	0	0	0	36.0445231	0.781167905	-5.528003575
H2scaf13-aug16582	26.07307975	-0.53489139	0.308701292	NA	NA	NA	1.008016275	200.5480913	1.001460121	1.118635001	2.083114413	0	0.919322431	1.905998378	50.91905068	1.227108805	-5.374870442
H2scaf464-aug24245	5.385681529	-1.039408895	0.377997571	NA	NA	NA	2.016032551	0.992812333	1.001460121	38.03359002	1.041557207	0	0	0	10.51097376	0.260389302	-5.335082344
H2scaf386-aug23953	24.66216378	-0.314235598	0.253091939	NA	NA	NA	190.515076	1.985624667	0	0	1.041557207	0.8960548	0	2.858997566	48.12517517	1.199152393	-5.326704873
H2scaf2524-aug25722	4.876879994	-0.194789953	0.207049132	NA	NA	NA	1.008016275	0	37.05402449	0	0	0	0	0.952999189	9.515510191	0.238249797	-5.31973412
H2scaf262-aug23669	4.58900682	-0.194080891	0.207578647	NA	NA	NA	0	0.992812333	0	34.67768502	1.041557207	0	0	0	8.917624338	0.260389302	-5.097917346
H2scaf7288-aug27537	6.752053749	-0.1858512	0.2047054	NA	NA	NA	0	0	3.004380364	49.21994003	0	1.792109601	0	0	13.0560801	0.4480274	-4.864991037
H2scaf626-aug25481	43.21176308	-0.784764245	0.35194864	NA	NA	NA	4.032065101	3.971249334	6.008760728	319.9296102	6.24934324	1.792109601	2.757967293	0.952999189	83.48542134	2.938104831	-4.828566512
H2scaf4164-aug26556	7.100958928	-0.173130198	0.19878761	NA	NA	NA	0	0	0	54.81311503	1.041557207	0	0	0.952999189	13.70327876	0.498639099	-4.780381305
H2scaf2720-aug25802	19.51971709	-0.717346318	0.343990601	NA	NA	NA	1.008016275	143.9577883	1.001460121	4.474540003	1.041557207	0.8960548	0.919322431	2.858997566	37.61045118	1.428983001	-4.718072954
H2scaf668-aug24531	8.433304925	-0.257391279	0.237207611	NA	NA	NA	0	0.992812333	0	63.76219504	0	1.792109601	0.919322431	0	16.18875184	0.677858008	-4.577864846
H2scaf5981-aug27212	8.036214195	-0.362648821	0.273885944	NA	NA	NA	0	0.992812333	0	60.40629003	1.041557207	0.8960548	0	0.952999189	15.34977559	0.722652799	-4.408771088
H2scaf386-aug23952	2.368200577	-0.162898674	0.196326909	NA	NA	NA	0	0	18.02628218	0	0	0	0.919322431	0	4.506570546	0.229830608	-4.293387128
H2scaf53-aug13485	119.5934237	-0.84472577	0.36428768	NA	NA	NA	10.08016275	868.7107917	13.01898158	17.89816001	16.66491531	8.960548003	13.78983646	7.62399351	227.427024	11.75982332	-4.273465402
H2scaf4689-aug26682	34.96654716	-0.648119288	0.338070521	NA	NA	NA	1.008016275	1.985624667	3.004380364	259.5233201	3.12467162	1.792109601	6.435257017	2.858997566	66.38033536	3.552758951	-4.223744206
H2scaf693-aug24559	3.996703418	-0.332580997	0.26934316	NA	NA	NA	0	27.79874533	0	2.237270001	1.041557207	0.8960548	0	0	7.509003834	0.484403002	-3.954341818
H2scaf1193-aug25007	15.88001996	-0.833511888	0.367637313	NA	NA	NA	109.873774	2.978437	2.002920243	4.474540003	2.083114413	0.8960548	0.919322431	3.811996755	29.83241781	1.9276221	-3.951986756
H2scaf63-aug15061	5.661777221	-1.240989749	0.403602512	NA	NA	NA	2.016032551	1.985624667	34.04964412	4.474540003	0	0.8960548	0.919322431	0.952999189	10.63146034	0.692094105	-3.941227752
H2scaf22-aug6085	7.628563453	-0.369436109	0.281656251	NA	NA	NA	2.016032551	0	55.08030667	0	2.083114413	0.8960548	0	0.952999189	14.27408481	0.983042101	-3.860001235
H2scaf4-aug16047	1.993618269	-0.500163242	0.316366024	NA	NA	NA	1.008016275	13.89937267	0	0	1.041557207	0	0	0	3.726847236	0.260389302	-3.839213603
H2scaf731-aug24599	10.04546677	-0.487283866	0.31423633	NA	NA	NA	70.56113927	2.978437	0	1.118635001	1.041557207	0	2.757967293	1.905998378	18.66455282	1.426380719	-3.709869932
H2scaf93-aug20491	14.70647703	-0.432866647	0.301363868	NA	NA	NA	103.8256764	0.992812333	1.001460121	3.355905002	0	0	2.757967293	5.717995133	27.29396345	2.118990606	-3.687132811
H2scaf3-aug4084	6.314151861	-0.240961125	0.239001576	NA	NA	NA	1.008016275	0	0	45.86403503	0	2.688164401	0	0.952999189	11.71801283	0.910290897	-3.68625647
H2scaf743-aug24613	3.129383666	-0.67921805	0.354389465	NA	NA	NA	1.008016275	1.985624667	0	20.13543001	0	0	0	1.905998378	5.782267738	0.476499594	-3.601088521
H2scaf33-aug10084	24.29966416	-0.968393614	0.386841946	NA	NA	NA	12.0961953	153.8859117	9.013141092	4.474540003	1.041557207	5.376328802	1.838644862	6.670994322	44.86744702	3.731881298	-3.587694093
H2scaf12-aug863	10.09684044	-1.224223584	0.406837008	NA	NA	NA	61.48899279	5.956874	1.001460121	5.593175003	2.083114413	1.792109601	0	2.858997566	18.51012548	1.683555395	-3.458731578
H2scaf35-aug19693	19.85538427	-0.90878576	0.38530334	NA	NA	NA	5.040081377	2.978437	7.010220849	129.7616601	2.083114413	4.480274002	3.677289724	3.811996755	36.19759982	3.513168724	-3.365049269
H2scaf4-aug15955	47.6240475	-0.980656261	0.391603315	NA	NA	NA	11.08817903	16.87780967	303.4424168	15.66089001	7.290900447	6.272383602	16.54780376	3.811996755	86.76732387	8.48077114	-3.354884476
H2scaf385-aug23951	3.963386837	-0.694379359	0.361217125	NA	NA	NA	0	0	2.002920243	26.84724002	1.041557207	0.8960548	0.919322431	0	7.212540064	0.714233609	-3.336039499
H2scaf2-aug5402	11.0372825	-0.618852934	0.349455011	NA	NA	NA	3.024048826	0.992812333	2.002920243	73.82991004	2.083114413	2.688164401	3.677289724	0	19.96242286	2.112142135	-3.240508005
H2scaf11-aug6758	24.46176919	-0.999474518	0.400399653	NA	NA	NA	5.040081377	144.9506007	8.011680971	15.66089001	6.24934324	4.480274002	3.677289724	7.62399351	43.41581326	5.507725119	-2.978692144
H2scaf737-aug24606	11.18569915	-1.203405455	0.413868196	NA	NA	NA	4.032065101	4.964061667	62.09052752	6.711810004	5.207786033	0.8960548	3.677289724	1.905998378	19.44961607	2.921782234	-2.734821117
H2scaf10-aug12128	50.47221705	-1.103114281	0.414411764	NA	NA	NA	39.31263474	21.84187133	35.05110425	242.7437951	7.290900447	11.6487124	22.06373834	23.82497972	84.73735136	16.20708273	-2.386373606
